date,total_count,count,ratio,phrase,category,month
2023-02-10,490576,2,4.076840285704967e-06,demographic time bomb,limiting,2023-02
2023-02-11,321346,0,0.0,demographic time bomb,limiting,2023-02
2023-02-12,315406,2,6.341033461633577e-06,demographic time bomb,limiting,2023-02
2023-02-13,484652,5,1.0316680834908346e-05,demographic time bomb,limiting,2023-02
2023-02-14,511527,11,2.150424122284845e-05,demographic time bomb,limiting,2023-02
2023-02-15,517380,2,3.865630677645058e-06,demographic time bomb,limiting,2023-02
2023-02-16,519253,2,3.8516869425886805e-06,demographic time bomb,limiting,2023-02
2023-02-17,484478,3,6.192231639001152e-06,demographic time bomb,limiting,2023-02
2023-02-18,321085,1,3.1144401015307473e-06,demographic time bomb,limiting,2023-02
2023-02-19,310960,21,6.753280164651403e-05,demographic time bomb,limiting,2023-02
2023-02-20,443848,8,1.8024188460914547e-05,demographic time bomb,limiting,2023-02
2023-02-21,479395,8,1.6687700122028807e-05,demographic time bomb,limiting,2023-02
2023-02-22,501956,4,7.968825952872363e-06,demographic time bomb,limiting,2023-02
2023-02-23,496300,5,1.007455168245013e-05,demographic time bomb,limiting,2023-02
2023-02-24,471742,3,6.359408320649846e-06,demographic time bomb,limiting,2023-02
2023-02-25,323605,1,3.090187110829561e-06,demographic time bomb,limiting,2023-02
2023-02-26,307580,15,4.876780024709019e-05,demographic time bomb,limiting,2023-02
2023-02-27,475064,0,0.0,demographic time bomb,limiting,2023-02
2023-02-28,500745,4,7.98809773437578e-06,demographic time bomb,limiting,2023-02
2023-03-01,514545,10,1.943464614368034e-05,demographic time bomb,limiting,2023-03
2023-03-02,510532,5,9.79370538967195e-06,demographic time bomb,limiting,2023-03
2023-03-03,478228,6,1.2546316819592328e-05,demographic time bomb,limiting,2023-03
2023-03-04,318967,13,4.075656729379528e-05,demographic time bomb,limiting,2023-03
2023-03-05,306986,3,9.772432619077092e-06,demographic time bomb,limiting,2023-03
2023-03-06,477110,5,1.0479763576533714e-05,demographic time bomb,limiting,2023-03
2023-03-07,491276,17,3.4603766518209725e-05,demographic time bomb,limiting,2023-03
2023-03-08,479238,1,2.0866458836736654e-06,demographic time bomb,limiting,2023-03
2023-03-09,500869,0,0.0,demographic time bomb,limiting,2023-03
2023-03-10,474747,0,0.0,demographic time bomb,limiting,2023-03
2023-03-11,312372,2,6.4026225141818085e-06,demographic time bomb,limiting,2023-03
2023-03-12,313775,2,6.373994104055454e-06,demographic time bomb,limiting,2023-03
2023-03-13,483073,3,6.210241516292568e-06,demographic time bomb,limiting,2023-03
2023-03-14,502396,2,3.980923414995342e-06,demographic time bomb,limiting,2023-03
2023-03-15,512681,2,3.901061283722236e-06,demographic time bomb,limiting,2023-03
2023-03-16,515796,2,3.8775019581384885e-06,demographic time bomb,limiting,2023-03
2023-03-17,477867,1,2.0926324688668604e-06,demographic time bomb,limiting,2023-03
2023-03-18,312067,2,6.408880144327981e-06,demographic time bomb,limiting,2023-03
2023-03-19,301941,5,1.6559526530017454e-05,demographic time bomb,limiting,2023-03
2023-03-20,473417,1,2.112302684525482e-06,demographic time bomb,limiting,2023-03
2023-03-21,486641,4,8.21961158225468e-06,demographic time bomb,limiting,2023-03
2023-03-22,503482,7,1.3903178266551733e-05,demographic time bomb,limiting,2023-03
2023-03-23,494531,8,1.6176943406985608e-05,demographic time bomb,limiting,2023-03
2023-03-24,462455,4,8.64949022067012e-06,demographic time bomb,limiting,2023-03
2023-03-25,309743,3,9.685448904414305e-06,demographic time bomb,limiting,2023-03
2023-03-26,299147,1,3.3428381364345955e-06,demographic time bomb,limiting,2023-03
2023-03-27,475695,3,6.306561977737836e-06,demographic time bomb,limiting,2023-03
2023-03-28,490819,3,6.112232819022898e-06,demographic time bomb,limiting,2023-03
2023-03-29,497556,4,8.039296079235302e-06,demographic time bomb,limiting,2023-03
2023-03-30,420677,2,4.754241377588982e-06,demographic time bomb,limiting,2023-03
2023-03-31,449869,3,6.668607972543118e-06,demographic time bomb,limiting,2023-03
2023-04-01,315540,0,0.0,demographic time bomb,limiting,2023-04
2023-04-02,309179,3,9.703116964606264e-06,demographic time bomb,limiting,2023-04
2023-04-03,476836,6,1.2582942563061514e-05,demographic time bomb,limiting,2023-04
2023-04-04,487193,5,1.0262873235042375e-05,demographic time bomb,limiting,2023-04
2023-04-05,488458,2,4.0945178500505675e-06,demographic time bomb,limiting,2023-04
2023-04-06,459113,4,8.712452054287289e-06,demographic time bomb,limiting,2023-04
2023-04-07,389270,3,7.706733115832198e-06,demographic time bomb,limiting,2023-04
2023-04-08,290669,9,3.096305419566586e-05,demographic time bomb,limiting,2023-04
2023-04-09,273774,4,1.4610591217573618e-05,demographic time bomb,limiting,2023-04
2023-04-10,405537,3,7.397598739449175e-06,demographic time bomb,limiting,2023-04
2023-04-11,477794,4,8.371808771144049e-06,demographic time bomb,limiting,2023-04
2023-04-12,488672,7,1.4324536703555759e-05,demographic time bomb,limiting,2023-04
2023-04-13,490386,1,2.0392099285053e-06,demographic time bomb,limiting,2023-04
2023-04-14,456649,26,5.693650922261956e-05,demographic time bomb,limiting,2023-04
2023-04-15,304282,2,6.572850185025733e-06,demographic time bomb,limiting,2023-04
2023-04-16,294116,8,2.7200152320852997e-05,demographic time bomb,limiting,2023-04
2023-04-17,449839,6,1.3338105411047063e-05,demographic time bomb,limiting,2023-04
2023-04-18,487585,2,4.10184890839546e-06,demographic time bomb,limiting,2023-04
2023-04-19,495117,4,8.078898522975378e-06,demographic time bomb,limiting,2023-04
2023-04-20,505072,2,3.959831469572655e-06,demographic time bomb,limiting,2023-04
2023-04-21,442165,6,1.3569595060667398e-05,demographic time bomb,limiting,2023-04
2023-04-22,291122,2,6.869972039213801e-06,demographic time bomb,limiting,2023-04
2023-04-23,285319,3,1.0514546875602396e-05,demographic time bomb,limiting,2023-04
2023-04-24,453171,3,6.620017609246841e-06,demographic time bomb,limiting,2023-04
2023-04-25,478078,2,4.1834177686486304e-06,demographic time bomb,limiting,2023-04
2023-04-26,499642,7,1.4010031182326545e-05,demographic time bomb,limiting,2023-04
2023-04-27,503305,3,5.960600431150098e-06,demographic time bomb,limiting,2023-04
2023-04-28,477911,8,1.6739518445903108e-05,demographic time bomb,limiting,2023-04
2023-04-29,312100,2,6.4082024991989746e-06,demographic time bomb,limiting,2023-04
2023-04-30,292074,12,4.108547833768155e-05,demographic time bomb,limiting,2023-04
2023-05-01,382308,9,2.354122853824665e-05,demographic time bomb,limiting,2023-05
2023-05-02,472981,2,4.228499664891401e-06,demographic time bomb,limiting,2023-05
2023-05-03,496390,1,2.0145450150083605e-06,demographic time bomb,limiting,2023-05
2023-05-04,496481,1,2.014175769062663e-06,demographic time bomb,limiting,2023-05
2023-05-05,463524,5,1.0786927969209793e-05,demographic time bomb,limiting,2023-05
2023-05-06,318236,1,3.1423220503022914e-06,demographic time bomb,limiting,2023-05
2023-05-07,305413,15,4.911382292174858e-05,demographic time bomb,limiting,2023-05
2023-05-08,460286,3,6.517686829492967e-06,demographic time bomb,limiting,2023-05
2023-05-09,488772,3,6.137831135989787e-06,demographic time bomb,limiting,2023-05
2023-05-10,520267,5,9.610450018932586e-06,demographic time bomb,limiting,2023-05
2023-05-11,499831,3,6.002028685695765e-06,demographic time bomb,limiting,2023-05
2023-05-12,475520,4,8.411843876177658e-06,demographic time bomb,limiting,2023-05
2023-05-13,290386,0,0.0,demographic time bomb,limiting,2023-05
2023-05-14,247082,1,4.047239378020252e-06,demographic time bomb,limiting,2023-05
2023-05-15,476911,4,8.387309162506212e-06,demographic time bomb,limiting,2023-05
2023-05-16,508558,15,2.949516082728027e-05,demographic time bomb,limiting,2023-05
2023-05-17,516177,4,7.749279801308465e-06,demographic time bomb,limiting,2023-05
2023-05-18,491864,2,4.066164630873575e-06,demographic time bomb,limiting,2023-05
2023-05-19,475987,3,6.302693140779055e-06,demographic time bomb,limiting,2023-05
2023-05-20,313906,2,6.371334093645869e-06,demographic time bomb,limiting,2023-05
2023-05-21,305588,9,2.94514182494077e-05,demographic time bomb,limiting,2023-05
2023-05-22,478952,7,1.4615243281163874e-05,demographic time bomb,limiting,2023-05
2023-05-23,502427,5,9.95169447501826e-06,demographic time bomb,limiting,2023-05
2023-05-24,515438,3,5.820292644314156e-06,demographic time bomb,limiting,2023-05
2023-05-25,506377,6,1.184887939223148e-05,demographic time bomb,limiting,2023-05
2023-05-26,476611,7,1.4687029883909519e-05,demographic time bomb,limiting,2023-05
2023-05-27,315199,12,3.8071186774069716e-05,demographic time bomb,limiting,2023-05
2023-05-28,311410,5,1.6056003339648694e-05,demographic time bomb,limiting,2023-05
2023-05-29,422001,2,4.739325262262412e-06,demographic time bomb,limiting,2023-05
2023-05-30,492310,18,3.656232861408462e-05,demographic time bomb,limiting,2023-05
2023-05-31,511821,8,1.5630464556944712e-05,demographic time bomb,limiting,2023-05
2023-06-01,520029,2,3.845939361074094e-06,demographic time bomb,limiting,2023-06
2023-06-02,471163,1,2.1224077442413772e-06,demographic time bomb,limiting,2023-06
2023-06-03,316228,2,6.32455064067698e-06,demographic time bomb,limiting,2023-06
2023-06-04,302435,6,1.9838973663762462e-05,demographic time bomb,limiting,2023-06
2023-06-05,478406,4,8.361099150094271e-06,demographic time bomb,limiting,2023-06
2023-06-06,497032,1,2.0119428930129247e-06,demographic time bomb,limiting,2023-06
2023-06-07,511926,4,7.813629313611733e-06,demographic time bomb,limiting,2023-06
2023-06-08,485205,6,1.236590719386651e-05,demographic time bomb,limiting,2023-06
2023-06-09,469746,4,8.51524015106036e-06,demographic time bomb,limiting,2023-06
2023-06-10,309255,7,2.26350422790254e-05,demographic time bomb,limiting,2023-06
2023-06-11,301437,12,3.9809313388867324e-05,demographic time bomb,limiting,2023-06
2023-06-12,469490,11,2.3429679013397516e-05,demographic time bomb,limiting,2023-06
2023-06-13,507360,2,3.941974140649637e-06,demographic time bomb,limiting,2023-06
2023-06-14,513410,6,1.1686566292047292e-05,demographic time bomb,limiting,2023-06
2023-06-15,512254,3,5.8564696420135326e-06,demographic time bomb,limiting,2023-06
2023-06-16,479492,3,6.256621591184003e-06,demographic time bomb,limiting,2023-06
2023-06-17,313647,1,3.1882976722238696e-06,demographic time bomb,limiting,2023-06
2023-06-18,297948,0,0.0,demographic time bomb,limiting,2023-06
2023-06-19,454954,7,1.5386170909586462e-05,demographic time bomb,limiting,2023-06
2023-06-20,501975,5,9.960655411126052e-06,demographic time bomb,limiting,2023-06
2023-06-21,511651,1,1.9544572374528732e-06,demographic time bomb,limiting,2023-06
2023-06-22,500891,6,1.1978654038503387e-05,demographic time bomb,limiting,2023-06
2023-06-23,462693,7,1.5128821918637195e-05,demographic time bomb,limiting,2023-06
2023-06-24,311142,3,9.641899839944463e-06,demographic time bomb,limiting,2023-06
2023-06-25,294103,3,1.0200507985297668e-05,demographic time bomb,limiting,2023-06
2023-06-26,466890,13,2.7843817601576388e-05,demographic time bomb,limiting,2023-06
2023-06-27,488208,7,1.4338150952053223e-05,demographic time bomb,limiting,2023-06
2023-06-28,487306,4,8.20839472528555e-06,demographic time bomb,limiting,2023-06
2023-06-29,476127,3,6.300839901958931e-06,demographic time bomb,limiting,2023-06
2023-06-30,457265,5,1.093457841732912e-05,demographic time bomb,limiting,2023-06
2023-07-01,303381,4,1.318474129889479e-05,demographic time bomb,limiting,2023-07
2023-07-02,284625,1,3.513394817742644e-06,demographic time bomb,limiting,2023-07
2023-07-03,445952,2,4.484787600459242e-06,demographic time bomb,limiting,2023-07
2023-07-04,455884,8,1.7548323696378904e-05,demographic time bomb,limiting,2023-07
2023-07-05,501180,2,3.990582225946766e-06,demographic time bomb,limiting,2023-07
2023-07-06,493339,4,8.10801497550366e-06,demographic time bomb,limiting,2023-07
2023-07-07,463370,9,1.942292336577681e-05,demographic time bomb,limiting,2023-07
2023-07-08,305403,14,4.58410690137294e-05,demographic time bomb,limiting,2023-07
2023-07-09,291177,4,1.373734876037599e-05,demographic time bomb,limiting,2023-07
2023-07-10,454453,3,6.601342713107846e-06,demographic time bomb,limiting,2023-07
2023-07-11,492786,3,6.087835287528461e-06,demographic time bomb,limiting,2023-07
2023-07-12,495376,2,4.037337295306999e-06,demographic time bomb,limiting,2023-07
2023-07-13,488915,8,1.63627624433695e-05,demographic time bomb,limiting,2023-07
2023-07-14,449795,1,2.2232350292911215e-06,demographic time bomb,limiting,2023-07
2023-07-15,300453,1,3.3283075888741333e-06,demographic time bomb,limiting,2023-07
2023-07-16,288895,6,2.076879142941207e-05,demographic time bomb,limiting,2023-07
2023-07-17,452038,3,6.636610196487906e-06,demographic time bomb,limiting,2023-07
2023-07-18,489747,7,1.4293094189448838e-05,demographic time bomb,limiting,2023-07
2023-07-19,486941,3,6.160910664741724e-06,demographic time bomb,limiting,2023-07
2023-07-20,476929,3,6.290244459867192e-06,demographic time bomb,limiting,2023-07
2023-07-21,454340,15,3.301492274508078e-05,demographic time bomb,limiting,2023-07
2023-07-22,300123,7,2.3323770587392504e-05,demographic time bomb,limiting,2023-07
2023-07-23,292470,10,3.419154101275345e-05,demographic time bomb,limiting,2023-07
2023-07-24,453290,5,1.1030466147499393e-05,demographic time bomb,limiting,2023-07
2023-07-25,481260,6,1.2467273407305823e-05,demographic time bomb,limiting,2023-07
2023-07-26,491615,3,6.10233617770003e-06,demographic time bomb,limiting,2023-07
2023-07-27,487834,2,4.0997552446118966e-06,demographic time bomb,limiting,2023-07
2023-07-28,459847,2,4.349272692873934e-06,demographic time bomb,limiting,2023-07
2023-07-29,299402,6,2.0039946292943936e-05,demographic time bomb,limiting,2023-07
2023-07-30,284070,3,1.0560777273207309e-05,demographic time bomb,limiting,2023-07
2023-07-31,455803,4,8.775721090032317e-06,demographic time bomb,limiting,2023-07
2023-08-01,477822,4,8.371318189618728e-06,demographic time bomb,limiting,2023-08
2023-08-02,477375,5,1.0473946059177795e-05,demographic time bomb,limiting,2023-08
2023-08-03,477836,3,6.2783046903121574e-06,demographic time bomb,limiting,2023-08
2023-08-04,448645,2,4.457867579043564e-06,demographic time bomb,limiting,2023-08
2023-08-05,300483,1,3.327975293111424e-06,demographic time bomb,limiting,2023-08
2023-08-06,287612,0,0.0,demographic time bomb,limiting,2023-08
2023-08-07,440347,4,9.08374531903249e-06,demographic time bomb,limiting,2023-08
2023-08-08,469410,0,0.0,demographic time bomb,limiting,2023-08
2023-08-09,478458,2,4.18009522256917e-06,demographic time bomb,limiting,2023-08
2023-08-10,476103,4,8.401543363515878e-06,demographic time bomb,limiting,2023-08
2023-08-11,439680,17,3.866448326055313e-05,demographic time bomb,limiting,2023-08
2023-08-12,302092,1,3.3102498576592563e-06,demographic time bomb,limiting,2023-08
2023-08-13,287942,1,3.4729216300504964e-06,demographic time bomb,limiting,2023-08
2023-08-14,440043,5,1.1362525934965447e-05,demographic time bomb,limiting,2023-08
2023-08-15,470864,11,2.3361310272180502e-05,demographic time bomb,limiting,2023-08
2023-08-16,468638,6,1.280305907758227e-05,demographic time bomb,limiting,2023-08
2023-08-17,475136,6,1.2627963362068965e-05,demographic time bomb,limiting,2023-08
2023-08-18,449947,9,2.0002355833020332e-05,demographic time bomb,limiting,2023-08
2023-08-19,313733,10,3.187423701045156e-05,demographic time bomb,limiting,2023-08
2023-08-20,300751,3,9.975029176960342e-06,demographic time bomb,limiting,2023-08
2023-08-21,438028,1,2.2829590802414457e-06,demographic time bomb,limiting,2023-08
2023-08-22,401105,4,9.972451103825681e-06,demographic time bomb,limiting,2023-08
2023-08-23,370413,1,2.6996892657655104e-06,demographic time bomb,limiting,2023-08
2023-08-24,503040,16,3.1806615776081425e-05,demographic time bomb,limiting,2023-08
2023-08-25,456353,12,2.6295433578830423e-05,demographic time bomb,limiting,2023-08
2023-08-26,308918,4,1.2948419969053276e-05,demographic time bomb,limiting,2023-08
2023-08-27,295769,9,3.042915248048308e-05,demographic time bomb,limiting,2023-08
2023-08-28,448775,2,4.456576235307225e-06,demographic time bomb,limiting,2023-08
2023-08-29,481751,2,4.151522259424475e-06,demographic time bomb,limiting,2023-08
2023-08-30,490413,0,0.0,demographic time bomb,limiting,2023-08
2023-08-31,497911,1,2.008391057839654e-06,demographic time bomb,limiting,2023-08
2023-09-01,476936,5,1.0483586896355067e-05,demographic time bomb,limiting,2023-09
2023-09-02,313119,8,2.55493917647923e-05,demographic time bomb,limiting,2023-09
2023-09-03,311627,15,4.8134468451064896e-05,demographic time bomb,limiting,2023-09
2023-09-04,435333,73,0.0001676877241100491,demographic time bomb,limiting,2023-09
2023-09-05,493288,9,1.8244919803441397e-05,demographic time bomb,limiting,2023-09
2023-09-06,510752,6,1.1747384249107199e-05,demographic time bomb,limiting,2023-09
2023-09-07,488234,7,1.4337387400303953e-05,demographic time bomb,limiting,2023-09
2023-09-08,463682,5,1.0783252315164272e-05,demographic time bomb,limiting,2023-09
2023-09-09,321208,17,5.292520734228288e-05,demographic time bomb,limiting,2023-09
2023-09-10,313055,3,9.5829806264075e-06,demographic time bomb,limiting,2023-09
2023-09-11,474764,14,2.9488335257096156e-05,demographic time bomb,limiting,2023-09
2023-09-12,501177,4,7.98121222641901e-06,demographic time bomb,limiting,2023-09
2023-09-13,512947,2,3.8990383022027616e-06,demographic time bomb,limiting,2023-09
2023-09-14,504052,1,1.983922293731599e-06,demographic time bomb,limiting,2023-09
2023-09-15,477614,9,1.8843668736678574e-05,demographic time bomb,limiting,2023-09
2023-09-16,313024,6,1.916785933346964e-05,demographic time bomb,limiting,2023-09
2023-09-17,307869,9,2.9233212827533787e-05,demographic time bomb,limiting,2023-09
2023-09-18,467258,10,2.1401452730611352e-05,demographic time bomb,limiting,2023-09
2023-09-19,502742,7,1.3923642743196311e-05,demographic time bomb,limiting,2023-09
2023-09-20,519399,0,0.0,demographic time bomb,limiting,2023-09
2023-09-21,511175,5,9.781386022399374e-06,demographic time bomb,limiting,2023-09
2023-09-22,473154,8,1.690781436910604e-05,demographic time bomb,limiting,2023-09
2023-09-23,316117,6,1.8980314250736277e-05,demographic time bomb,limiting,2023-09
2023-09-24,279092,10,3.58304788385192e-05,demographic time bomb,limiting,2023-09
2023-09-25,471557,2,4.241268817979587e-06,demographic time bomb,limiting,2023-09
2023-09-26,493643,4,8.103021819412003e-06,demographic time bomb,limiting,2023-09
2023-09-27,505379,8,1.582970404389577e-05,demographic time bomb,limiting,2023-09
2023-09-28,488069,7,1.4342234397185644e-05,demographic time bomb,limiting,2023-09
2023-09-29,447544,0,0.0,demographic time bomb,limiting,2023-09
2023-09-30,315650,1,3.168065895770632e-06,demographic time bomb,limiting,2023-09
2023-10-01,291636,1,3.4289319562742597e-06,demographic time bomb,limiting,2023-10
2023-10-02,449201,2,4.4523498389362444e-06,demographic time bomb,limiting,2023-10
2023-10-03,405978,0,0.0,demographic time bomb,limiting,2023-10
2023-10-04,414982,3,7.2292292195806084e-06,demographic time bomb,limiting,2023-10
2023-10-05,450132,15,3.3323558422862624e-05,demographic time bomb,limiting,2023-10
2023-10-06,377905,0,0.0,demographic time bomb,limiting,2023-10
2023-10-07,251209,1,3.980749097365142e-06,demographic time bomb,limiting,2023-10
2023-10-08,309776,3,9.684417127214503e-06,demographic time bomb,limiting,2023-10
2023-10-09,440844,3,6.805128344720582e-06,demographic time bomb,limiting,2023-10
2023-10-10,490873,4,8.148747231972425e-06,demographic time bomb,limiting,2023-10
2023-10-11,503094,11,2.186470122879621e-05,demographic time bomb,limiting,2023-10
2023-10-12,487234,1,2.0524019259739673e-06,demographic time bomb,limiting,2023-10
2023-10-13,468088,7,1.4954453008835945e-05,demographic time bomb,limiting,2023-10
2023-10-14,310303,5,1.6113282823562777e-05,demographic time bomb,limiting,2023-10
2023-10-15,229331,6,2.6163056891567212e-05,demographic time bomb,limiting,2023-10
2023-10-16,378908,10,2.639163068607683e-05,demographic time bomb,limiting,2023-10
2023-10-17,354366,4,1.1287764627531986e-05,demographic time bomb,limiting,2023-10
2023-10-18,454881,2,4.396754315963955e-06,demographic time bomb,limiting,2023-10
2023-10-19,324728,9,2.7715503436722426e-05,demographic time bomb,limiting,2023-10
2023-10-20,449556,1,2.224416980309461e-06,demographic time bomb,limiting,2023-10
2023-10-21,300472,1,3.3280971271865597e-06,demographic time bomb,limiting,2023-10
2023-10-22,295955,7,2.3652244429051713e-05,demographic time bomb,limiting,2023-10
2023-10-23,414959,3,7.229629915244639e-06,demographic time bomb,limiting,2023-10
2023-10-24,417249,2,4.7933008826863575e-06,demographic time bomb,limiting,2023-10
2023-10-25,379766,4,1.053280177793694e-05,demographic time bomb,limiting,2023-10
2023-10-26,375887,3,7.98112198612881e-06,demographic time bomb,limiting,2023-10
2023-10-27,474875,2,4.211634640694919e-06,demographic time bomb,limiting,2023-10
2023-10-28,240563,2,8.313830472682832e-06,demographic time bomb,limiting,2023-10
2023-10-29,279231,6,2.148758554744996e-05,demographic time bomb,limiting,2023-10
2023-10-30,325647,4,1.2283239213012863e-05,demographic time bomb,limiting,2023-10
2023-10-31,454676,7,1.5395578389886425e-05,demographic time bomb,limiting,2023-10
2023-11-01,406342,3,7.382943431887425e-06,demographic time bomb,limiting,2023-11
2023-11-02,313387,7,2.233659979514147e-05,demographic time bomb,limiting,2023-11
2023-11-03,353019,8,2.2661669768482715e-05,demographic time bomb,limiting,2023-11
2023-11-04,217424,3,1.3797924792111266e-05,demographic time bomb,limiting,2023-11
2023-11-05,238825,7,2.9310164346278657e-05,demographic time bomb,limiting,2023-11
2023-11-06,293997,7,2.3809766766327547e-05,demographic time bomb,limiting,2023-11
2023-11-07,349578,5,1.4302959568393891e-05,demographic time bomb,limiting,2023-11
2023-11-08,395019,10,2.531523800121007e-05,demographic time bomb,limiting,2023-11
2023-11-09,477530,7,1.4658764894352188e-05,demographic time bomb,limiting,2023-11
2023-11-10,496152,3,6.046534126638611e-06,demographic time bomb,limiting,2023-11
2023-11-11,372697,6,1.609886851785767e-05,demographic time bomb,limiting,2023-11
2023-11-12,343914,6,1.7446222020621433e-05,demographic time bomb,limiting,2023-11
2023-11-13,505874,16,3.1628429213598646e-05,demographic time bomb,limiting,2023-11
2023-11-14,531886,3,5.64030638144264e-06,demographic time bomb,limiting,2023-11
2023-11-15,532214,3,5.636830297587061e-06,demographic time bomb,limiting,2023-11
2023-11-16,528144,5,9.467115029234452e-06,demographic time bomb,limiting,2023-11
2023-11-17,518066,5,9.651279952747334e-06,demographic time bomb,limiting,2023-11
2023-11-18,374406,2,5.341794736195467e-06,demographic time bomb,limiting,2023-11
2023-11-19,346778,0,0.0,demographic time bomb,limiting,2023-11
2023-11-20,489625,3,6.12713811590503e-06,demographic time bomb,limiting,2023-11
2023-11-21,493213,2,4.055043155796785e-06,demographic time bomb,limiting,2023-11
2023-11-22,570322,3,5.260186350868457e-06,demographic time bomb,limiting,2023-11
2023-11-23,510558,5,9.79320664841213e-06,demographic time bomb,limiting,2023-11
2023-11-24,465253,4,8.597472772878413e-06,demographic time bomb,limiting,2023-11
2023-11-25,339983,7,2.0589264757355514e-05,demographic time bomb,limiting,2023-11
2023-11-26,350990,4,1.139633607795094e-05,demographic time bomb,limiting,2023-11
2023-11-27,499915,6,1.2002040346858966e-05,demographic time bomb,limiting,2023-11
2023-11-28,531630,14,2.633410454639505e-05,demographic time bomb,limiting,2023-11
2023-11-29,552523,11,1.990867348508569e-05,demographic time bomb,limiting,2023-11
2023-11-30,560459,1,1.7842518364412027e-06,demographic time bomb,limiting,2023-11
2023-12-01,521593,2,3.834407286907608e-06,demographic time bomb,limiting,2023-12
2023-12-02,370071,1,2.702184175469032e-06,demographic time bomb,limiting,2023-12
2023-12-03,346452,3,8.659208202002008e-06,demographic time bomb,limiting,2023-12
2023-12-04,508715,1,1.9657372005936527e-06,demographic time bomb,limiting,2023-12
2023-12-05,439522,3,6.825596898448769e-06,demographic time bomb,limiting,2023-12
2023-12-06,447712,5,1.1167893645915231e-05,demographic time bomb,limiting,2023-12
2023-12-07,444233,3,6.75321284100911e-06,demographic time bomb,limiting,2023-12
2023-12-08,426877,5,1.1712975868927115e-05,demographic time bomb,limiting,2023-12
2023-12-09,306237,9,2.9389002635213902e-05,demographic time bomb,limiting,2023-12
2023-12-10,301897,1,3.312387999880754e-06,demographic time bomb,limiting,2023-12
2023-12-11,432070,2,4.6288795796977345e-06,demographic time bomb,limiting,2023-12
2023-12-12,453920,3,6.6090941135001764e-06,demographic time bomb,limiting,2023-12
2023-12-13,464155,0,0.0,demographic time bomb,limiting,2023-12
2023-12-14,457220,2,4.3742618433139404e-06,demographic time bomb,limiting,2023-12
2023-12-15,434987,2,4.5978385560947795e-06,demographic time bomb,limiting,2023-12
2023-12-16,299627,9,3.0037346434066357e-05,demographic time bomb,limiting,2023-12
2023-12-17,289281,3,1.0370539371752725e-05,demographic time bomb,limiting,2023-12
2023-12-18,432847,2,4.620570316994227e-06,demographic time bomb,limiting,2023-12
2023-12-19,442004,5,1.1312114822490294e-05,demographic time bomb,limiting,2023-12
2023-12-20,453183,3,6.619842315356049e-06,demographic time bomb,limiting,2023-12
2023-12-21,439238,3,6.830010153948429e-06,demographic time bomb,limiting,2023-12
2023-12-22,409045,3,7.3341563886613945e-06,demographic time bomb,limiting,2023-12
2023-12-23,284409,2,7.0321262688592836e-06,demographic time bomb,limiting,2023-12
2023-12-24,254126,0,0.0,demographic time bomb,limiting,2023-12
2023-12-25,262260,1,3.813009990086174e-06,demographic time bomb,limiting,2023-12
2023-12-26,334738,8,2.389928839868793e-05,demographic time bomb,limiting,2023-12
2023-12-27,385441,6,1.5566584769134577e-05,demographic time bomb,limiting,2023-12
2023-12-28,390902,3,7.674557817560412e-06,demographic time bomb,limiting,2023-12
2023-12-29,368395,5,1.3572388333174988e-05,demographic time bomb,limiting,2023-12
2023-12-30,276938,6,2.1665499136990952e-05,demographic time bomb,limiting,2023-12
2023-12-31,253133,7,2.765344700216882e-05,demographic time bomb,limiting,2023-12
2023-01-01,386660,68,0.00017586510112243314,aging population,neutral,2023-01
2023-01-02,376736,97,0.0002574747303151278,aging population,neutral,2023-01
2023-01-03,463750,244,0.0005261455525606469,aging population,neutral,2023-01
2023-01-04,476285,192,0.0004031199806838343,aging population,neutral,2023-01
2023-01-05,513716,140,0.00027252411838447703,aging population,neutral,2023-01
2023-01-06,446257,142,0.00031820229150467106,aging population,neutral,2023-01
2023-01-07,338006,144,0.00042602794033242016,aging population,neutral,2023-01
2023-01-08,321144,62,0.0001930598111750492,aging population,neutral,2023-01
2023-01-09,516613,144,0.0002787386302706281,aging population,neutral,2023-01
2023-01-10,518847,204,0.0003931794922202499,aging population,neutral,2023-01
2023-01-11,555868,216,0.00038858146178589163,aging population,neutral,2023-01
2023-01-12,526056,190,0.0003611782775978223,aging population,neutral,2023-01
2023-01-13,488831,141,0.00028844324521153526,aging population,neutral,2023-01
2023-01-14,322746,77,0.00023857770506838195,aging population,neutral,2023-01
2023-01-15,311609,58,0.00018613069583997896,aging population,neutral,2023-01
2023-01-16,460938,157,0.00034060980001648813,aging population,neutral,2023-01
2023-01-17,508077,563,0.0011080997565329665,aging population,neutral,2023-01
2023-01-18,524187,827,0.0015776812473411207,aging population,neutral,2023-01
2023-01-19,517612,438,0.0008461936740261045,aging population,neutral,2023-01
2023-01-20,483858,154,0.0003182751964419313,aging population,neutral,2023-01
2023-01-21,325412,70,0.00021511191965877105,aging population,neutral,2023-01
2023-01-22,311528,80,0.0002567987468221155,aging population,neutral,2023-01
2023-01-23,474487,384,0.0008092950913302155,aging population,neutral,2023-01
2023-01-24,503497,238,0.00047269397831566025,aging population,neutral,2023-01
2023-01-25,513829,366,0.0007122992279532685,aging population,neutral,2023-01
2023-01-26,504774,214,0.00042395210529860887,aging population,neutral,2023-01
2023-01-27,478129,203,0.00042457161142704164,aging population,neutral,2023-01
